problemID,problemRating,tags
453A,1447,[probabilities]
675E,2385,"[data structures, dp, greedy]"
344A,763,[implementation]
573E,3386,[greedy]
237C,1614,"[binary search, number theory, two pointers]"
293A,1577,"[games, greedy]"
1C,1645,"[geometry, math]"
24E,2056,[binary search]
360C,2432,"[combinatorics, dp]"
526B,1501,"[dfs and similar, greedy, implementation]"
13A,1021,"[implementation, math]"
526G,5000,"[greedy, trees]"
33C,1665,[greedy]
611E,2393,"[data structures, greedy]"
246B,1300,"[greedy, math]"
137D,1865,[dp]
319A,1496,"[combinatorics, math]"
623B,2301,"[dp, greedy, number theory]"
238B,1844,[constructive algorithms]
113D,2812,"[matrices, probabilities]"
331C1,1095,[dp]
592E,2991,"[binary search, geometry, two pointers]"
385A,1045,"[brute force, greedy, implementation]"
251A,1285,"[binary search, combinatorics, two pointers]"
381D,2525,[brute force]
14E,1777,[dp]
25E,1978,"[hashing, strings]"
71A,833,[strings]
109E,2955,"[brute force, math]"
148E,2023,[dp]
28D,2233,"[binary search, data structures, dp, hashing]"
189E,2135,"[binary search, shortest paths]"
317C,2574,"[constructive algorithms, dfs and similar, graphs, trees]"
547A,2311,"[brute force, implementation, math]"
247A,970,[]
215D,1838,[greedy]
106A,1230,[implementation]
234G,1860,"[constructive algorithms, divide and conquer, implementation]"
6E,1692,"[binary search, data structures, dsu, trees, two pointers]"
495E,5000,[]
340B,2090,"[brute force, geometry]"
234C,1318,"[dp, implementation]"
715E,5000,[]
133A,1008,[implementation]
192D,1972,"[brute force, constructive algorithms]"
618A,905,[implementation]
578A,1642,"[geometry, math]"
555E,2843,"[dfs and similar, graphs, trees]"
474D,1648,[dp]
266C,2035,"[constructive algorithms, greedy, math]"
437B,1498,"[bitmasks, greedy, implementation, sortings]"
200A,2593,"[brute force, data structures]"
173E,2568,"[data structures, sortings]"
672E,5000,[]
659G,2428,"[combinatorics, dp]"
19A,1250,[implementation]
324B2,1888,[]
282A,826,[implementation]
22B,1410,"[brute force, dp]"
631E,2564,"[data structures, dp, geometry]"
400B,1344,"[brute force, implementation, schedules]"
483A,1164,"[brute force, implementation]"
682A,1182,"[constructive algorithms, number theory]"
33B,1707,[shortest paths]
146E,2312,"[combinatorics, dp]"
164A,1764,"[dfs and similar, graphs]"
73C,1806,[dp]
308D,2613,[]
577C,1563,"[implementation, number theory]"
242D,2053,"[dfs and similar, greedy]"
181C,1565,"[games, graph matchings, greedy]"
258B,1921,"[brute force, combinatorics, dp]"
61A,803,[implementation]
464E,3368,"[data structures, graphs, shortest paths]"
707E,2489,[data structures]
405D,1965,"[greedy, implementation, math]"
293D,2674,"[geometry, math, probabilities, two pointers]"
225D,2378,"[bitmasks, dfs and similar, graphs, implementation]"
408D,1847,[dp]
284C,1784,"[constructive algorithms, data structures, dp]"
23B,1418,"[constructive algorithms, graphs, math]"
535A,1077,[implementation]
480D,2601,"[dp, graphs]"
700B,1877,"[dfs and similar, dp, graphs, trees]"
525A,1194,"[greedy, hashing]"
452F,2692,"[data structures, divide and conquer, hashing]"
516C,2246,[data structures]
359D,2007,"[binary search, brute force, data structures, math, two pointers]"
383B,2500,"[binary search, implementation, sortings, two pointers]"
383A,1422,"[data structures, greedy]"
131F,2145,"[binary search, two pointers]"
7B,1482,[implementation]
79D,2733,"[bitmasks, dp, shortest paths]"
607D,2615,[data structures]
144A,980,[implementation]
316E1,1533,"[brute force, data structures]"
342D,2411,"[bitmasks, dfs and similar, dp]"
389D,2300,"[constructive algorithms, graphs, implementation, shortest paths]"
590A,1652,[]
24C,1585,"[geometry, implementation, math]"
513E1,2538,[dp]
37E,2473,"[graphs, greedy, shortest paths]"
412A,973,"[greedy, implementation]"
555D,2535,"[binary search, implementation, math]"
536B,2021,"[hashing, string suffix structures, strings]"
266A,732,[implementation]
253C,1661,"[data structures, dfs and similar, greedy, shortest paths]"
22C,1528,[graphs]
338A,1737,"[greedy, math, number theory]"
1B,1521,"[implementation, math]"
610D,2251,"[data structures, geometry, two pointers]"
229D,2080,"[dp, greedy, two pointers]"
152B,1348,"[binary search, implementation]"
144B,1362,[implementation]
546E,2307,"[flows, math]"
358B,1587,"[brute force, strings]"
318A,1014,[math]
192E,2171,"[data structures, trees]"
558B,1424,[implementation]
288D,2395,"[combinatorics, dfs and similar, trees]"
49D,1650,"[brute force, dp, implementation]"
412E,1845,[implementation]
633A,1259,"[brute force, math]"
218E,5000,[]
439E,2412,"[combinatorics, dp, math]"
136E,2148,"[constructive algorithms, games, greedy]"
574B,1560,"[brute force, dfs and similar, graphs, hashing]"
420B,1902,[implementation]
479B,1428,"[brute force, greedy, implementation, sortings]"
469A,1001,"[greedy, implementation]"
315D,2266,"[dfs and similar, strings]"
472D,1910,"[dfs and similar, dsu, shortest paths, trees]"
186D,1986,"[math, number theory, probabilities]"
538D,1805,"[brute force, constructive algorithms, implementation]"
115D,2735,"[dp, expression parsing]"
625C,1314,"[constructive algorithms, implementation]"
425A,1518,"[brute force, sortings]"
143E,2737,[]
426C,1736,"[brute force, sortings, two pointers]"
57E,2879,"[math, shortest paths]"
512B,1926,"[data structures, dp, math, number theory, shortest paths]"
483C,1414,"[constructive algorithms, implementation]"
25B,1023,[implementation]
556C,1547,[implementation]
379E,2523,"[geometry, schedules, sortings]"
128C,1940,"[combinatorics, dp]"
448A,964,[implementation]
587A,1459,[greedy]
388B,1910,"[bitmasks, constructive algorithms, graphs, implementation, math]"
357C,1785,[data structures]
257C,1772,"[brute force, geometry, math]"
105C,2227,"[brute force, implementation, sortings]"
70A,1344,[math]
350C,1620,"[greedy, implementation, sortings]"
239C,1791,"[combinatorics, constructive algorithms, math]"
32D,1603,[implementation]
211A,5000,[]
587C,2166,"[data structures, trees]"
588E,2255,"[data structures, dfs and similar, trees]"
80C,1708,"[brute force, implementation]"
236C,1638,"[greedy, number theory]"
317D,2293,"[dp, games]"
275C,1628,"[binary search, greedy, sortings]"
707A,1066,[implementation]
86D,2786,"[data structures, implementation, math, two pointers]"
326B,2036,[]
62D,2134,"[dfs and similar, graphs]"
225B,1608,"[binary search, greedy, number theory]"
30E,2523,"[binary search, constructive algorithms, data structures, greedy, hashing, strings]"
405E,2559,[dfs and similar]
605B,1745,"[constructive algorithms, data structures, graphs]"
277A,1349,"[dfs and similar, dsu]"
235E,2896,"[combinatorics, dp, implementation, number theory]"
389B,1293,"[greedy, implementation]"
37C,1722,"[data structures, greedy, trees]"
496B,1476,"[brute force, constructive algorithms, implementation]"
174E,2434,[]
360D,2646,[number theory]
272C,1627,"[data structures, implementation]"
83A,1321,[math]
235A,1576,[number theory]
181A,891,"[brute force, geometry, implementation]"
448E,2324,"[brute force, dfs and similar, implementation, number theory]"
26A,1036,[number theory]
516E,3331,"[math, number theory]"
300B,1563,"[brute force, dfs and similar]"
550B,1443,"[bitmasks, brute force]"
549D,1832,"[greedy, implementation]"
457D,2613,"[combinatorics, math, probabilities]"
96C,1756,"[implementation, strings]"
26D,2154,"[combinatorics, probabilities]"
354D,3198,[dp]
670B,1185,[implementation]
191E,2233,"[binary search, data structures, trees]"
274E,5000,"[data structures, implementation]"
62C,2111,"[geometry, implementation, sortings]"
618F,3033,"[constructive algorithms, two pointers]"
271C,1508,"[constructive algorithms, implementation]"
38E,1681,"[dp, sortings]"
60C,2104,"[brute force, dfs and similar]"
407C,2481,"[brute force, implementation, math]"
497C,2134,"[data structures, greedy, implementation, sortings, two pointers]"
127B,1244,[implementation]
118D,1748,[dp]
161E,2474,"[brute force, dp]"
95A,1689,"[implementation, strings]"
194B,1307,[math]
689C,1777,"[binary search, math]"
495A,1193,[implementation]
675D,1840,"[data structures, trees]"
549H,2139,"[binary search, math]"
442A,1790,"[bitmasks, brute force, implementation]"
688B,1026,"[constructive algorithms, math]"
545E,2071,"[graphs, greedy, shortest paths]"
586E,2410,[number theory]
434D,3141,[flows]
462C,1344,"[implementation, sortings]"
668F,3525,[dp]
252D,2245,"[brute force, combinatorics, implementation]"
670D1,1467,"[binary search, brute force]"
501C,1805,"[constructive algorithms, data structures, greedy, sortings, trees]"
263B,1046,"[greedy, implementation, sortings]"
604C,1666,"[constructive algorithms, dp, math]"
645B,1314,"[greedy, math]"
592B,1233,[math]
487D,2716,[data structures]
590E,3333,"[graph matchings, strings]"
324C3,2558,[]
713A,1531,[data structures]
679B,2232,"[dp, greedy]"
74B,1553,"[dp, games, greedy]"
655F,2518,"[combinatorics, number theory]"
32A,915,[brute force]
352D,2194,[math]
296D,2020,"[dp, graphs]"
668A,1706,[]
316C2,2295,"[flows, graph matchings]"
81C,1653,"[math, sortings]"
433E,2750,[dp]
333B,1760,[greedy]
68A,1077,"[implementation, number theory]"
80E,2282,[]
36E,2472,"[constructive algorithms, dsu, graphs, implementation]"
518F,2685,"[binary search, brute force, combinatorics, dp, implementation]"
681C,1713,"[data structures, greedy]"
258D,2623,"[dp, math, probabilities]"
84E,2440,"[brute force, shortest paths]"
506A,1990,[dp]
154E,5000,[geometry]
87D,2312,"[dfs and similar, dp, dsu, implementation, sortings, trees]"
180F,1251,"[constructive algorithms, implementation, math]"
28A,1521,[implementation]
457B,2062,[greedy]
469E,5000,[constructive algorithms]
371D,1840,"[data structures, dsu, implementation, trees]"
698B,1691,"[constructive algorithms, dfs and similar, dsu, trees]"
476D,1954,"[constructive algorithms, greedy, math]"
516B,2084,"[data structures, graph matchings, greedy, implementation]"
546C,1509,"[brute force, dfs and similar]"
569A,1581,"[implementation, math]"
243D,2974,"[data structures, dp, geometry, two pointers]"
548D,2168,"[binary search, data structures]"
653F,2599,"[data structures, string suffix structures]"
471D,1950,"[string suffix structures, strings]"
626A,1046,"[brute force, implementation]"
110B,1206,"[constructive algorithms, strings]"
477E,5000,[data structures]
221B,1391,[implementation]
607A,1432,"[binary search, dp]"
634F,5000,[two pointers]
472A,982,"[math, number theory]"
648E,2406,[]
269E,5000,[]
704B,2561,"[dp, graphs, greedy]"
265D,1854,"[dp, number theory]"
709A,997,[implementation]
401A,972,"[implementation, math]"
455B,1968,"[dfs and similar, dp, games, implementation, strings, trees]"
382E,2577,"[combinatorics, dp]"
635B,1431,[]
222C,2197,"[implementation, number theory, sortings]"
553E,5000,"[dp, fft, probabilities]"
7C,1606,"[math, number theory]"
350E,2276,"[brute force, constructive algorithms, dfs and similar, graphs]"
389E,2154,"[greedy, implementation]"
284D,2087,"[dfs and similar, dp]"
298D,1756,"[greedy, math, sortings]"
550D,1944,"[constructive algorithms, graphs, implementation]"
36B,1442,[implementation]
208D,1241,[implementation]
461A,1164,"[greedy, sortings]"
687C,1850,[dp]
415A,867,[implementation]
91B,1470,"[binary search, data structures]"
146A,1055,[implementation]
42E,2600,"[dfs and similar, graphs]"
331B1,1650,[implementation]
248B,1427,"[math, number theory]"
313E,2426,"[constructive algorithms, data structures, dsu, greedy]"
79B,1425,"[implementation, sortings]"
97C,2171,"[binary search, graphs, math, shortest paths]"
218B,1149,[implementation]
326C,2114,[]
388C,2002,"[games, greedy, sortings]"
584A,1148,[math]
97D,2682,"[bitmasks, brute force, implementation]"
321E,2696,"[data structures, divide and conquer, dp]"
576A,1409,"[math, number theory]"
298A,1308,"[greedy, implementation]"
268E,2090,"[math, probabilities, sortings]"
48A,499,"[implementation, schedules]"
49B,1553,[math]
653G,3085,[combinatorics]
489A,1323,"[implementation, sortings]"
92B,1343,[greedy]
252B,1816,"[brute force, sortings]"
549F,2811,"[data structures, divide and conquer]"
567C,1799,"[binary search, data structures, dp]"
3C,1489,"[brute force, games, implementation]"
66B,1121,"[brute force, implementation]"
25D,1696,"[dsu, graphs, trees]"
348A,1592,"[binary search, math, sortings]"
587E,2857,[data structures]
30D,2338,"[geometry, greedy]"
463B,1150,[math]
633D,2108,"[brute force, hashing, implementation, math]"
155C,1749,"[dp, greedy]"
649B,1635,[constructive algorithms]
659A,1179,"[implementation, math]"
329B,1551,"[dfs and similar, shortest paths]"
13D,2207,"[dp, geometry]"
173A,1258,"[implementation, math]"
266E,5000,"[data structures, math]"
214B,1705,"[brute force, constructive algorithms, greedy, math]"
35E,2060,"[data structures, sortings]"
451A,1002,[implementation]
591A,889,[math]
585B,1836,[dfs and similar]
666C,2570,[combinatorics]
228A,812,[implementation]
112C,1539,"[greedy, math]"
104E,2250,[]
87A,1527,[math]
668C,2450,[math]
178C3,1881,[]
199A,1037,"[brute force, constructive algorithms, implementation, number theory]"
569C,1771,"[binary search, brute force, number theory]"
413A,1056,[implementation]
255C,1867,"[brute force, dp]"
199B,1868,[geometry]
607B,1864,[dp]
60A,1283,"[implementation, two pointers]"
529A,2708,"[data structures, hashing, string suffix structures, strings]"
294C,1863,"[combinatorics, number theory]"
140C,1844,"[binary search, data structures, greedy]"
265B,1059,"[greedy, implementation]"
450B,1484,"[implementation, math]"
4A,1084,"[brute force, math]"
180E,1759,"[binary search, dp, two pointers]"
371B,1444,"[math, number theory]"
676E,2509,[math]
261E,2881,"[brute force, dp, two pointers]"
482E,5000,"[data structures, trees]"
34C,1372,"[expression parsing, implementation, sortings, strings]"
246D,1688,"[brute force, dfs and similar, graphs]"
316F3,2548,"[constructive algorithms, dfs and similar, implementation]"
659D,1541,"[geometry, implementation, math]"
102E,2258,[]
173B,1894,"[dfs and similar, shortest paths]"
231C,1778,"[binary search, sortings, two pointers]"
559D,2809,"[combinatorics, geometry, probabilities]"
461E,2967,[shortest paths]
93A,1699,[implementation]
73A,1553,"[greedy, math]"
84D,1989,"[binary search, implementation]"
367D,2492,"[bitmasks, dfs and similar]"
513B1,1462,[brute force]
574E,2752,[]
283A,1729,"[constructive algorithms, implementation]"
499D,2661,[]
377A,1674,[dfs and similar]
87C,1942,"[dp, games]"
334A,994,[implementation]
133C,1379,"[implementation, math]"
142B,1854,"[constructive algorithms, greedy, implementation]"
195A,1093,"[binary search, brute force, math]"
444C,2366,[data structures]
478A,1103,[implementation]
584B,1469,[combinatorics]
42B,1687,[implementation]
282B,1473,"[greedy, math]"
389A,1159,"[greedy, math]"
318E,5000,"[constructive algorithms, dfs and similar]"
343D,2138,"[data structures, dfs and similar, trees]"
475A,1307,[implementation]
203A,1278,"[brute force, implementation]"
362B,1252,"[implementation, sortings]"
381C,1793,"[binary search, implementation, two pointers]"
618B,1201,[constructive algorithms]
286E,2848,"[constructive algorithms, fft, math]"
117C,2077,"[dfs and similar, graphs]"
282E,2282,"[bitmasks, data structures, trees]"
142A,1660,"[brute force, math]"
288A,1422,[greedy]
353C,1603,"[implementation, math, number theory]"
141B,1494,"[geometry, math]"
163C,2129,[sortings]
316D1,2233,"[brute force, dp]"
456B,1264,"[math, number theory]"
371E,2237,"[math, two pointers]"
198E,2476,"[binary search, data structures, sortings]"
332B,1562,"[data structures, dp, implementation]"
521A,1505,"[greedy, math]"
708B,1977,"[constructive algorithms, implementation, math]"
233E,5000,[]
56E,2170,"[binary search, data structures, sortings]"
669D,1838,"[data structures, implementation, math]"
645C,1677,"[binary search, two pointers]"
376C,1848,"[math, number theory]"
112B,1300,"[implementation, math]"
613A,1962,"[binary search, geometry, ternary search]"
499C,1659,[math]
309A,2024,"[binary search, math, two pointers]"
218A,1187,"[brute force, constructive algorithms, implementation]"
65D,2134,"[brute force, dfs and similar, hashing]"
715C,2665,[divide and conquer]
572A,1048,[sortings]
379B,1266,"[constructive algorithms, implementation]"
701E,2197,"[dfs and similar, graphs]"
116A,876,[implementation]
478B,1325,"[combinatorics, constructive algorithms, greedy, math]"
507C,1675,"[implementation, math]"
698C,2449,"[bitmasks, dp, probabilities]"
536D,2905,"[dp, games]"
461D,2822,"[dsu, math]"
716D,2472,"[graphs, shortest paths]"
450C,1817,"[greedy, implementation]"
124A,1068,[math]
452C,2084,"[combinatorics, math, probabilities]"
671A,1918,"[dp, greedy]"
454E,2716,[dfs and similar]
59A,881,"[implementation, strings]"
287A,1218,"[brute force, implementation]"
668E,3525,[graphs]
334C,1600,[math]
144C,1613,"[implementation, strings]"
178B1,1564,[]
669C,1481,"[constructive algorithms, implementation]"
331B2,1883,[data structures]
557A,1131,"[greedy, implementation]"
543E,5000,"[constructive algorithms, data structures]"
340E,2293,"[combinatorics, math]"
487B,2056,"[binary search, data structures, dp, two pointers]"
254D,5000,"[brute force, dfs and similar, implementation]"
202B,1716,[brute force]
520E,2453,"[combinatorics, dp, math, number theory]"
527E,5000,"[dfs and similar, graphs]"
208A,1126,[strings]
482B,1836,"[constructive algorithms, data structures, trees]"
74E,2975,[constructive algorithms]
659B,1539,[sortings]
17E,2588,[strings]
552A,1061,"[implementation, math]"
559C,2135,"[combinatorics, dp, math, number theory]"
62B,1479,"[binary search, implementation]"
94B,1331,"[implementation, math]"
549A,1060,[implementation]
582B,1944,"[dp, matrices]"
177F2,2486,[]
658B,1232,[]
296C,1621,"[data structures, dp, implementation]"
205C,1729,"[binary search, brute force, combinatorics, dp, math]"
385B,1355,"[brute force, greedy, implementation, math, strings]"
34B,1061,"[greedy, sortings]"
60E,2456,"[math, matrices]"
618E,2582,[data structures]
46F,2204,"[dsu, graphs]"
526D,2226,"[hashing, string suffix structures, strings]"
192A,1491,"[binary search, brute force, implementation]"
239E,2324,[]
699F,3005,[]
672D,2096,"[binary search, greedy]"
128A,1439,[dfs and similar]
298C,1698,"[combinatorics, constructive algorithms, math, number theory]"
387D,2466,[graph matchings]
293E,2769,"[data structures, divide and conquer, trees]"
78A,1013,"[implementation, strings]"
488E,2816,"[constructive algorithms, math]"
220B,1913,"[constructive algorithms, data structures]"
246A,979,"[constructive algorithms, greedy, sortings]"
433A,1222,"[brute force, implementation]"
332D,2463,"[graphs, math]"
583B,1262,[implementation]
152A,1116,[implementation]
413C,1414,"[greedy, math]"
189D,2052,"[dp, shortest paths]"
505E,5000,"[binary search, greedy]"
380D,2490,"[combinatorics, math]"
499B,1095,[strings]
292C,2015,[brute force]
441A,981,[implementation]
436E,2677,"[data structures, greedy]"
122B,1220,"[brute force, implementation]"
377E,2988,"[dp, geometry]"
226D,2120,"[constructive algorithms, greedy]"
111B,1827,"[binary search, data structures, number theory]"
666A,1902,"[dp, implementation]"
145B,1918,[constructive algorithms]
322A,1104,[greedy]
505B,1468,"[dfs and similar, dp, dsu, graphs]"
178D1,1520,[]
623E,3472,"[combinatorics, dp, fft]"
627A,1933,"[dp, math]"
677D,2369,"[data structures, graphs]"
605A,1666,"[constructive algorithms, greedy]"
200E,2714,"[implementation, math, number theory, ternary search]"
379G,5000,[dp]
581B,1318,[implementation]
54C,1870,"[dp, math, probabilities]"
347B,1261,"[implementation, math]"
216B,1739,"[dfs and similar, implementation]"
535B,1204,"[bitmasks, brute force, implementation]"
180A,1823,[implementation]
460D,2443,"[brute force, constructive algorithms]"
492D,1853,"[binary search, implementation, math, sortings]"
193B,2027,[brute force]
650E,3081,"[data structures, dfs and similar, dsu, trees]"
526C,2054,"[brute force, greedy, math]"
437A,1372,[implementation]
467D,2433,"[dfs and similar, dp, graphs, hashing, strings]"
498B,2441,"[dp, probabilities, two pointers]"
343A,1561,"[math, number theory]"
574D,1843,"[data structures, dp, shortest paths]"
318B,1369,"[implementation, strings, two pointers]"
611G,3039,"[geometry, two pointers]"
366E,2169,"[brute force, implementation, math]"
432B,1255,"[brute force, greedy, implementation]"
687E,2859,[]
363A,944,[implementation]
416A,1458,"[greedy, implementation, two pointers]"
577D,2418,[]
586D,1852,[dp]
51D,2105,[implementation]
387A,1062,[implementation]
286A,1285,"[constructive algorithms, math]"
347C,1706,"[games, math, number theory]"
540B,1752,"[greedy, implementation]"
382A,1194,"[greedy, implementation]"
3D,2088,[greedy]
581C,1471,"[implementation, sortings]"
623D,2640,"[greedy, probabilities]"
186C,1504,"[dp, math, matrices, number theory]"
496D,2227,[binary search]
366A,1154,[implementation]
666E,3335,"[data structures, string suffix structures]"
705D,2775,"[dp, graphs]"
431B,1203,"[brute force, implementation]"
82C,1957,"[data structures, dfs and similar, sortings]"
559B,1901,"[divide and conquer, hashing, sortings, strings]"
243E,3210,[data structures]
325A,1532,[implementation]
570D,2409,"[binary search, constructive algorithms, dfs and similar, trees]"
48G,5000,"[dp, trees, two pointers]"
271A,839,[brute force]
265C,1484,"[greedy, implementation]"
199C,1795,[math]
548A,1301,"[brute force, implementation]"
579B,1413,"[brute force, implementation, sortings]"
3B,1553,"[greedy, sortings]"
322E,2462,[divide and conquer]
416C,1618,"[binary search, dp, greedy, implementation]"
292A,1158,[implementation]
305C,1646,[]
139C,1694,"[implementation, strings]"
482D,2674,"[combinatorics, dp, trees]"
128B,2134,"[brute force, constructive algorithms, hashing, string suffix structures, strings]"
187B,1881,"[dp, shortest paths]"
424A,975,[implementation]
699D,1803,"[constructive algorithms, dfs and similar, dsu]"
16C,1519,"[binary search, number theory]"
46A,815,"[brute force, implementation]"
197B,1441,[math]
705E,5000,[]
340C,1819,"[combinatorics, implementation, math]"
570C,1559,"[constructive algorithms, data structures, implementation]"
208C,1992,"[dp, graphs, shortest paths]"
689D,2173,"[binary search, data structures]"
123D,2376,[string suffix structures]
571B,2018,"[dp, greedy, sortings]"
236D,2229,"[dp, probabilities]"
554C,1759,"[combinatorics, dp, math]"
255A,774,[implementation]
544B,1484,"[constructive algorithms, implementation]"
18D,1827,"[brute force, dp, greedy]"
645E,2163,"[dp, greedy, strings]"
269A,1631,"[greedy, math]"
553C,2157,"[dfs and similar, dsu, graphs]"
55C,1702,[games]
468D,3228,[graph matchings]
493D,1677,"[constructive algorithms, games]"
16A,938,[implementation]
41A,1016,"[implementation, strings]"
629D,2003,"[data structures, dp]"
12B,1230,"[implementation, sortings]"
591C,1730,[constructive algorithms]
146B,1358,"[brute force, implementation]"
515B,1541,"[brute force, dsu, meet-in-the-middle, number theory]"
75E,5000,"[geometry, shortest paths]"
380E,2766,[data structures]
427D,2160,"[dp, string suffix structures, strings]"
453E,3220,[data structures]
403B,1986,"[dp, greedy, number theory]"
110D,2134,"[brute force, combinatorics, dfs and similar, probabilities]"
321D,2928,"[dp, greedy, math]"
454A,808,[implementation]
195D,1954,"[math, sortings]"
682B,1301,[sortings]
84A,879,"[math, number theory]"
244D,2344,[]
701D,1968,"[binary search, math]"
132B,2110,[implementation]
540D,2025,"[dp, probabilities]"
498D,2415,"[data structures, dp, number theory]"
93E,2580,"[dp, math]"
467E,5000,"[data structures, dp, greedy]"
412B,1067,"[greedy, sortings]"
418A,1660,"[constructive algorithms, graphs, implementation]"
688E,2103,[dp]
79C,1839,"[data structures, dp, greedy, hashing, strings, two pointers]"
92A,891,"[implementation, math]"
361D,2435,"[binary search, dp]"
552B,1263,"[implementation, math]"
449B,2090,"[graphs, shortest paths]"
559E,3032,"[dp, sortings]"
204B,1591,"[binary search, data structures]"
611F,2609,"[binary search, implementation]"
25A,1017,[brute force]
257A,1301,"[greedy, implementation, sortings]"
234F,1885,[dp]
544E,5000,"[bitmasks, dp]"
259A,1063,"[brute force, strings]"
336E,5000,"[bitmasks, combinatorics, dp, implementation]"
299B,1125,"[brute force, implementation]"
27C,1688,"[constructive algorithms, greedy]"
698F,3068,"[combinatorics, number theory]"
313C,1519,"[constructive algorithms, greedy, implementation, sortings]"
92D,1744,"[binary search, data structures, dp]"
378E,2558,"[bitmasks, brute force, dp, greedy]"
31E,2187,[dp]
599C,1627,[sortings]
466A,1279,[implementation]
347E,2539,"[dp, greedy, number theory]"
19B,1674,[dp]
164B,2212,[two pointers]
474A,941,[implementation]
315E,2422,"[combinatorics, data structures]"
521E,3165,"[dfs and similar, graphs]"
181B,1393,"[binary search, brute force]"
588F,5000,[]
686A,818,"[constructive algorithms, implementation]"
177C1,1517,"[dfs and similar, dsu, graphs]"
534D,1958,"[binary search, constructive algorithms, data structures, greedy]"
261D,2673,[dp]
61C,2000,[math]
341C,1948,"[combinatorics, dp, math]"
157B,1087,"[geometry, sortings]"
219A,1198,"[implementation, strings]"
14B,1261,[implementation]
375C,2550,"[bitmasks, shortest paths]"
43C,1292,[greedy]
107B,1644,"[combinatorics, dp, probabilities]"
122D,1760,[brute force]
550E,2284,"[constructive algorithms, greedy, implementation]"
57C,1802,"[combinatorics, math]"
349C,1790,[implementation]
356D,2811,"[bitmasks, constructive algorithms, dp, greedy]"
611A,1055,[implementation]
478C,1772,[greedy]
93C,2380,"[brute force, implementation]"
624E,2981,[]
274A,1538,"[binary search, greedy, sortings]"
284A,1425,"[implementation, math, number theory]"
334D,1877,"[greedy, implementation, two pointers]"
109D,2085,"[constructive algorithms, sortings]"
327D,1910,"[constructive algorithms, dfs and similar, graphs]"
305E,2350,[games]
230C,1674,"[binary search, data structures, dp, implementation]"
101B,1823,"[binary search, data structures, dp]"
500B,1673,"[dfs and similar, dsu, graphs, greedy, math, sortings]"
46C,1478,[two pointers]
445D,2496,[probabilities]
5A,1029,[implementation]
514C,2088,"[binary search, hashing, string suffix structures, strings]"
580C,1578,"[dfs and similar, trees]"
299C,1510,"[games, greedy]"
268A,806,[brute force]
681B,1400,[brute force]
189B,1350,"[brute force, math]"
161C,2407,[divide and conquer]
40D,2435,[math]
247D,2000,[]
131E,1835,[sortings]
236A,871,[implementation]
494C,2683,"[dp, probabilities]"
216E,2264,"[math, number theory]"
6B,1253,[implementation]
230B,1362,"[implementation, math, number theory]"
248E,2750,"[dp, probabilities]"
543D,2496,"[dp, trees]"
452E,2470,"[data structures, dsu, string suffix structures, strings]"
259B,1142,"[brute force, implementation]"
706D,1839,"[binary search, data structures, trees]"
365D,2396,"[dp, greedy]"
78D,2416,"[binary search, geometry, math, two pointers]"
580A,1035,"[brute force, dp, implementation]"
415B,1491,"[binary search, greedy, math]"
549G,2137,"[greedy, sortings]"
696F,5000,"[binary search, geometry, two pointers]"
198C,2417,"[binary search, geometry]"
34E,1907,"[brute force, implementation, math]"
479A,1133,"[brute force, math]"
71B,1379,"[implementation, math]"
123C,2340,"[combinatorics, dp, greedy]"
131B,1355,"[implementation, math]"
180D,1889,"[greedy, strings]"
14D,1837,"[dfs and similar, dp, graphs, shortest paths, trees, two pointers]"
698D,2878,"[brute force, geometry]"
464B,2057,"[brute force, geometry]"
361B,1275,"[constructive algorithms, math, number theory]"
154A,1647,[greedy]
520C,1796,"[math, strings]"
465E,2430,"[constructive algorithms, dp]"
700E,5000,"[string suffix structures, strings]"
286B,2157,[implementation]
194C,1878,"[dfs and similar, graphs, implementation, matrices, strings]"
651D,1980,"[binary search, dp, two pointers]"
31B,1532,[strings]
259D,2211,"[brute force, combinatorics, dp, math]"
122C,1536,"[brute force, math]"
145E,2379,[data structures]
464C,2111,[dp]
150E,5000,"[binary search, data structures, divide and conquer, trees]"
309C,2013,"[binary search, bitmasks, greedy]"
300A,1176,"[brute force, constructive algorithms, implementation]"
325E,2787,"[combinatorics, dfs and similar, dsu, greedy]"
43A,1076,[strings]
383D,2259,[dp]
633G,2717,"[bitmasks, data structures, dfs and similar]"
387B,1255,"[brute force, greedy, two pointers]"
156B,1702,"[constructive algorithms, data structures, implementation]"
602C,1657,[]
631D,2175,"[data structures, hashing, string suffix structures, strings]"
75C,1689,"[binary search, number theory]"
237B,1536,"[implementation, sortings]"
146D,1938,"[brute force, constructive algorithms, implementation]"
235D,3192,[graphs]
685A,1666,"[brute force, dp, math]"
289B,1463,"[brute force, dp, implementation, sortings, ternary search]"
303E,5000,[dp]
248C,2050,"[binary search, geometry]"
55D,2325,"[dp, number theory]"
161D,1789,"[dfs and similar, dp, trees]"
610C,1767,[constructive algorithms]
73D,2244,"[dfs and similar, graphs, greedy]"
435A,1111,[implementation]
373A,1028,[implementation]
330A,937,"[brute force, implementation]"
360B,2063,"[binary search, dp]"
70B,1630,"[expression parsing, greedy, strings]"
420D,2341,[data structures]
336B,1857,[math]
322D,2109,"[dp, flows, greedy, two pointers]"
229B,1819,"[binary search, data structures, shortest paths]"
149B,1679,[implementation]
115A,1328,"[dfs and similar, graphs, trees]"
